id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD,
12983,\N,\N,\N,标7：经营设备工程借款周转一个月　[2085],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-14 10:58,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12984,\N,\N,\N,标6：电子科技公司借款　[1382],34000,\N,\N,4                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-09-13 19:50,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12985,\N,\N,\N,约 标2：皮革公司借款　[1404],40000,\N,\N,4                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-09-15 12:25,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12986,\N,\N,\N,约标2：经营电子产品借款周转　[1867],90000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-11-15 13:46,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12987,\N,\N,\N,标5：珠宝销售　　[1253],30000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-08-26 15:49,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12988,\N,\N,\N,约 标3：灯光设置周转借款　[588],30000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-07-10 18:23,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12989,\N,\N,\N,约 标2：金属材料购机器借款　[873],33000,\N,\N,2                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-07-30 11:29,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12990,\N,\N,\N,标5：五金厂借款周转　[470],20000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-06-28 09:18,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12991,\N,\N,\N,约：标2：工厂借款周转　[1640],50000,\N,\N,5                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-10-10 13:42,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12992,\N,\N,\N,约 标5：电子厂采购原材料借款周转　[475],30000,\N,\N,3                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-06-28 11:56,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12993,\N,\N,\N,标4：印刷厂开张借款　[529],29898,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-07-04 08:43,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12994,\N,\N,\N,标1：计算机借款周转　[1069],50000,\N,\N,1                                  个月,19.00（月利率1.5833）,\N,生意周转,\N,2014-08-12 14:07,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12995,\N,\N,\N,标2：食品公司资金周转　　[748],40000,\N,\N,1                                  个月,19.00（月利率1.5833）,\N,短期周转,\N,2014-07-24 09:11,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12996,\N,\N,\N,约 标5：家具厂采购材料借款　[596],150000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-07-12 12:12,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12997,\N,\N,\N,约标8：经营电子电源产品　　[954],40000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-08-05 10:09,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12998,\N,\N,\N,标1：五金工厂借款周转　[118],30000,\N,\N,2                                  个月,20.00（月利率1.6667）,\N,生意周转,\N,2014-04-30 14:53,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12999,\N,\N,\N,约标1：经营电子产品及研发　[1385],40000,\N,\N,4                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-09-12 21:51,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13000,\N,\N,\N,约标4：科技产品借款　[1445],40000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-09-19 13:06,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13001,\N,\N,\N,约 标5：订单增多借款　[1700],60000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-10-18 11:17,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13002,\N,\N,\N,约 标3：国内商务借款　[1594],50000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-09-30 14:26,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13003,\N,\N,\N,标6：科技研发公司借款周转3个月　[2232],30000,\N,\N,3                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-12-30 09:47,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13004,\N,\N,\N,标1：电子厂短拆　[244],31000,\N,\N,3                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-05-28 17:38,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13005,\N,\N,\N,约 标8：LED产品研发公司借款一个月　[2025],40000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-03 15:47,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13006,\N,\N,\N,标1：研发工厂借款周转　[148],50000,\N,\N,2                                  个月,20.00（月利率1.6667）,\N,生意周转,\N,2014-05-08 17:13,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13007,\N,\N,\N,约 标7：印刷公司购买机器借款　[775],30000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-07-25 13:37,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13008,\N,\N,\N,标5：模具配件借款　[1356],24000,\N,\N,4                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-09-11 14:16,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13009,\N,\N,\N,标6：经营激光切割机焊接　[1647],40000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-10-11 11:23,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13010,\N,\N,\N,约 标1：金属材料购机器借款　[858],30000,\N,\N,2                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-07-29 12:20,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13011,\N,\N,\N,约 标3：科技公司装修借款　[520],30000,\N,\N,3                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-07-02 16:57,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13012,\N,\N,\N,约标2：电子商行公司借款周转一个月　[2160],110000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-12-22 22:59,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13013,\N,\N,\N,标7：机电设备工厂借款周转　[1750],30000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-10-29 09:05,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13014,\N,\N,\N,约标2：经营电子科技产品销售　[1534],60000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-09-26 19:31,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13015,\N,\N,\N,标2：货物代理借款　[1502],40000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-09-24 09:26,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13016,\N,\N,\N,标4：电脑软件开发借款周转　[202],30000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-05-21 12:18,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13017,\N,\N,\N,标2：货款周转借款　[429],30000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-06-23 20:42,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13018,\N,\N,\N,约标2：公司经营实业资金周转六个月　[1943],200000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-11-22 11:35,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13019,\N,\N,\N,约 标4：经营设备工程借款周转一个月　[2070],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-10 15:11,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13020,\N,\N,\N,标3：经营铝合金资金周转　[918],30000,\N,\N,3                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-08-02 10:06,每月还息到期还本,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13021,\N,\N,\N,待收秒vipe　[91],10000,\N,\N,1                                  个月,17.60（月利率1.4667）,\N,其它借款,\N,2014-04-28 13:44,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13022,\N,\N,\N,约：标1：工艺品工厂借款周转　[1565],320000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-09-29 14:42,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13023,\N,\N,\N,标1：玻璃厂短期借款　[225],30000,\N,\N,1                                  个月,19.00（月利率1.5833）,\N,生意周转,\N,2014-05-27 22:14,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13024,\N,\N,\N,约 标2：短期周转借款　[1089],120000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-08-13 14:31,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13025,\N,\N,\N,标7：食品公司资金周转　[785],30000,\N,\N,1                                  个月,19.00（月利率1.5833）,\N,短期周转,\N,2014-07-25 20:24,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13026,\N,\N,\N,标1：经营科技研发及技术　[2220],30000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-12-30 13:03,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13027,\N,\N,\N,约标1：经营钟表生产借款周转六个月　[2221],70000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-12-27 10:25,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13028,\N,\N,\N,约 标5：手机外壳周转借款　[755],30000,\N,\N,3                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-07-23 15:30,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13029,\N,\N,\N,标7：科技公司装修借款　[538],20000,\N,\N,3                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-07-05 12:12,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13030,\N,\N,\N,约 橱柜贷2：经营橱柜生产销售六个月　[2331],30000,\N,\N,6                                  个月,18,\N,生意周转,\N,2015-01-19 10:04,每月还息到期还本,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13031,\N,\N,\N,约 标4：货物代理借款　[1501],110000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-09-23 15:16,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13032,\N,\N,\N,橱柜贷8：经营橱柜生产销售三个月　[2365],200000,\N,\N,3                                  个月,18,\N,短期周转,\N,2015-02-04 15:53,每月还息到期还本,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13033,\N,\N,\N,约标5：经营五金借款周转六个月　[2163],40000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-12-23 11:07,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13034,\N,\N,\N,橱柜贷5：经营橱柜生产销售三个月　[2361],200000,\N,\N,3                                  个月,18,\N,短期周转,\N,2015-01-31 14:49,每月还息到期还本,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13035,\N,\N,\N,标4：光学仪器借款　[1563],50000,\N,\N,4                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-09-29 23:17,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13036,\N,\N,\N,标3：扩大推广借款周转　[621],30000,\N,\N,2                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-07-14 22:56,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13037,\N,\N,\N,约标5：仪器仪表电子产品　[1154],50000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-08-18 13:27,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13038,\N,\N,\N,约 标4：LED设备借款　[1416],60000,\N,\N,4                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-09-17 10:45,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13039,\N,\N,\N,约标3：百货超市　[1304],100000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-09-01 16:02,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13040,\N,\N,\N,约 标5：机械产品短期周转　[631],120000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-07-15 12:09,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13041,\N,\N,\N,约标4：计算机公司借款　　[1553],40000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-09-29 09:19,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13042,\N,\N,\N,约标1：经营工艺品借款周转六个月　[2138],40000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-12-19 16:34,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13043,\N,\N,\N,约 标5：开发销售借款周转　　[1024],30000,\N,\N,3                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-08-09 11:10,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13044,\N,\N,\N,约 标3：经营电子购买材料借款　[692],30000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-07-18 11:51,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13045,\N,\N,\N,标3：销售批发借款　[1232],30000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-08-23 21:21,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13046,\N,\N,\N,标5：金属材料购机器借款　[888],27000,\N,\N,2                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-07-31 21:08,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13047,\N,\N,\N,待收秒crystal　[19],10000,\N,\N,1                                  个月,8.80（月利率0.7333）,\N,其它借款,\N,2014-04-24 13:44,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13048,\N,\N,\N,标4：旅馆借款周转　[862],30000,\N,\N,3                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-07-29 20:59,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13049,\N,\N,\N,约 橱柜贷1：经营橱柜生产销售六个月　[2357],93700,\N,\N,6                                  个月,18,\N,短期周转,\N,2015-01-28 10:28,每月还息到期还本,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13050,\N,\N,\N,约 标4：国内商务借款　[1597],40000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-10-08 15:33,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13051,\N,\N,\N,约标3：珠宝销售　[1244],40000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-08-25 21:16,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13052,\N,\N,\N,约标8：经营橱柜生产销售六个月　[2057],170000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-12-09 09:53,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13053,\N,\N,\N,标4：五金厂借款周转　[458],30000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-06-27 18:50,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13054,\N,\N,\N,约标3：经营自动化工程研发及技术借款周转六个月　[2264],97000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-12-31 10:29,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13055,\N,\N,\N,约标2：系统制作借款　[1451],100000,\N,\N,4                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-09-20 11:26,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13056,\N,\N,\N,标1：运动建材工厂借款周转　[1791],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-11-04 16:46,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13057,\N,\N,\N,标2：机电设备工厂借款周转　[1756],50000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-10-30 11:16,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13058,\N,\N,\N,标2：电子设备短期周转　[703],50000,\N,\N,1                                  个月,19.00（月利率1.5833）,\N,短期周转,\N,2014-07-21 14:05,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13059,\N,\N,\N,约标5：室内装饰公司借款　[1781],40000,\N,\N,3                                  个月,20.00（月利率1.6667）,\N,生意周转,\N,2014-11-02 18:30,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13060,\N,\N,\N,标6：电子设备短期周转　[728],30000,\N,\N,1                                  个月,19.00（月利率1.5833）,\N,短期周转,\N,2014-07-22 16:15,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13061,\N,\N,\N,约 标1：光电公司购机器借款　[930],80000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-08-04 10:34,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13062,\N,\N,\N,约标1：经营机电设备销售　[1964],180000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-11-25 14:09,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13063,\N,\N,\N,标4：经营激光切割机焊接　[1638],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-10-11 10:05,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13064,\N,\N,\N,约 标4：生意周转借款　[1654],50000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-10-12 11:50,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13065,\N,\N,\N,标2；房产担保借款　[138],50000,\N,\N,3                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-05-06 10:34,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13066,\N,\N,\N,橱柜贷9：经营橱柜生产销售一个月　[2460],300000,\N,\N,1                                  个月,18,\N,短期周转,\N,2015-05-06 15:21,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13067,\N,\N,\N,约标2：经营电脑服装绣品　[1046],50000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-08-11 12:08,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13068,\N,\N,\N,标3：五金厂购买机器设备　[667],30000,\N,\N,1                                  个月,19.00（月利率1.5833）,\N,短期周转,\N,2014-07-17 13:18,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13069,\N,\N,\N,标1：食品公司资金周转　[746],60000,\N,\N,1                                  个月,19.00（月利率1.5833）,\N,短期周转,\N,2014-07-23 12:45,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13070,\N,\N,\N,约标6：扩大连锁店　[1586],120000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-09-29 21:30,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13071,\N,\N,\N,标2：五金厂购买设备资金周转　[310],30000,\N,\N,2                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-06-08 22:21,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13072,\N,\N,\N,约标3：经营机电设备销售　[1978],50000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-11-28 14:04,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13073,\N,\N,\N,约标2：科技研发公司借款周转　[1713],110400,\N,\N,3                                  个月,20.00（月利率1.6667）,\N,生意周转,\N,2014-10-20 21:30,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13074,\N,\N,\N,约 标2：机械产品短期周转　[622],30000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-07-14 14:28,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13075,\N,\N,\N,约标2：经营餐饮管理企业　[1073],30000,\N,\N,2                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-08-12 13:18,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13076,\N,\N,\N,约 标3：电子原材料借款　[615],60000,\N,\N,3                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-07-14 11:48,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13077,\N,\N,\N,标2：电子工厂借款周转　[1665],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-10-14 12:24,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13078,\N,\N,\N,约标2：经营灯饰借款周转六个月　[1982],60000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-11-27 10:32,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13079,\N,\N,\N,约 标4：室内装饰公司借款　　[1771],40000,\N,\N,3                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-10-31 10:26,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13080,\N,\N,\N,标4：购买机器借款　　[968],30000,\N,\N,2                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-08-05 15:31,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13081,\N,\N,\N,约 标2：科技公司借款周转　[674],30000,\N,\N,2                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-07-17 15:59,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13082,\N,\N,\N,约 标1：通信技术借款周转　[1109],50000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-08-14 10:44,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13083,\N,\N,\N,标1：仪器设备工厂借款周转　[939],30000,\N,\N,1                                  个月,19.00（月利率1.5833）,\N,生意周转,\N,2014-08-04 15:11,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13084,\N,\N,\N,标9：经营机械生产及销售资金周转　[833],10000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-07-28 10:19,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13085,\N,\N,\N,标5：家具销售借款　[1463],30000,\N,\N,6                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-09-20 10:28,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13086,\N,\N,\N,标6：文化艺术借款周转　[1147],60000,\N,\N,1                                  个月,19.00（月利率1.5833）,\N,短期周转,\N,2014-08-17 22:04,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13087,\N,\N,\N,约标2：LED电光源设备　[1297],138800,\N,\N,4                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-09-01 11:02,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13088,\N,\N,\N,约标3：服装借款　[1287],50000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,短期周转,\N,2014-08-31 09:33,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13089,\N,\N,\N,约：标4：电光源工厂借款周转　[995],120000,\N,\N,1                                  个月,19.00（月利率1.5833）,\N,生意周转,\N,2014-08-07 14:14,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13090,\N,\N,\N,标1：环保器材借款周转　[1855],50000,\N,\N,3                                  个月,20.00（月利率1.6667）,\N,生意周转,\N,2014-11-13 21:07,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13091,\N,\N,\N,标7：家具厂资金周转　[853],30000,\N,\N,1                                  个月,19.00（月利率1.5833）,\N,短期周转,\N,2014-07-29 15:09,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13092,\N,\N,\N,标2：经营门店健身俱乐部　[1815],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-11-08 16:57,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13093,\N,\N,\N,标3：家具公司借款　[1395],30000,\N,\N,4                                  个月,20.00（月利率1.6667）,\N,短期周转,\N,2014-09-15 11:39,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13094,\N,\N,\N,标6：彩印设备公司借款周转一个月　[2045],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-06 22:27,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
13095,\N,\N,\N,约：标3：塑胶工厂借款周转　[713],60000,\N,\N,4                                  个月,21.00（月利率1.75）,\N,生意周转,\N,2014-07-21 14:54,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
